orgId,activityId,orgName,activityName,address,mainCate,subCate,peoples,teachers,signup,startDate,endDate,hasFoodActivity,weekTime,join,W1,W2,W3,W4,W5,W6,W7,address_plain,geo_plain,geotown_plain
101,51114,臺北市南港區中研新村社區發展協會,肌耐力加強班,臺北市南港區中研里研究院路2段70巷12號2樓,課程,運動,50,夏于涵,Y,2025-01-02,2025-12-18,N,"[{'days': ['4'], 'startTime': '08:30', 'endTime': '11:30'}]","[{'address': '臺北市南港區中研里研究院路2段70巷49號1樓；12號2樓；28號1樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4841', 'tel': '0986-028209', 'foodType': '葷', 'geo': [121.613149073215, 25.045618563198], 'geotown': '南港區', 'geovillage': '中研里'}]",,,,yes,,,,臺北市南港區中研里研究院路2段70巷49號1樓；12號2樓；28號1樓,"[121.613149073215, 25.045618563198]",南港區
101,51119,臺北市南港區中研新村社區發展協會,和緩伸展瑜珈班,臺北市南港區中研里研究院路2段70巷12號2樓,課程,運動,50,夏于涵,Y,2025-01-02,2025-12-18,N,"[{'days': ['4'], 'startTime': '18:30', 'endTime': '21:30'}]","[{'address': '臺北市南港區中研里研究院路2段70巷49號1樓；12號2樓；28號1樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4841', 'tel': '0986-028209', 'foodType': '葷', 'geo': [121.613149073215, 25.045618563198], 'geotown': '南港區', 'geovillage': '中研里'}]",,,,yes,,,,臺北市南港區中研里研究院路2段70巷49號1樓；12號2樓；28號1樓,"[121.613149073215, 25.045618563198]",南港區
101,51120,臺北市南港區中研新村社區發展協會,樂齡全適能訓練班,臺北市南港區中研里研究院路2段70巷12號2樓,課程,運動,50,曾念邦,Y,2025-01-03,2025-12-19,N,"[{'days': ['5'], 'startTime': '08:30', 'endTime': '11:30'}]","[{'address': '臺北市南港區中研里研究院路2段70巷49號1樓；12號2樓；28號1樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4841', 'tel': '0986-028209', 'foodType': '葷', 'geo': [121.613149073215, 25.045618563198], 'geotown': '南港區', 'geovillage': '中研里'}]",,,,,yes,,,臺北市南港區中研里研究院路2段70巷49號1樓；12號2樓；28號1樓,"[121.613149073215, 25.045618563198]",南港區
649,51346,臺北市全人探索協會,悅動越健康,台北市八德路4段768-1號4樓,課程,運動,40,黃韋傑,N,2025-01-01,2025-12-31,N,"[{'days': ['1'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市南港區玉成里八德路4段768之1號4樓至6樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4999', 'tel': '02-27826939', 'foodType': '葷、全素', 'geo': [121.579960191545, 25.0503038461529], 'geotown': '南港區', 'geovillage': '玉成里'}]",yes,,,,,,,臺北市南港區玉成里八德路4段768之1號4樓至6樓,"[121.579960191545, 25.0503038461529]",南港區
105,50198,社團法人臺北市南港區舊莊社區發展協會,銀髮平衡運動,臺北市南港區舊莊街1段91巷11號(舊莊區民活動中心),課程,運動,50,林玨赫,Y,2025-01-06,2025-12-30,N,"[{'days': ['1', '2'], 'startTime': '08:00', 'endTime': '11:00'}]","[{'address': '臺北市南港區舊莊里舊莊街1段91巷11號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4977', 'tel': '0931-518686', 'foodType': '葷', 'geo': [121.619457529633, 25.0413460692039], 'geotown': '南港區', 'geovillage': '舊莊里'}]",yes,yes,,,,,,臺北市南港區舊莊里舊莊街1段91巷11號,"[121.619457529633, 25.0413460692039]",南港區
105,50199,社團法人臺北市南港區舊莊社區發展協會,舞蹈班,臺北市南港區舊莊街1段91巷11號(舊莊區民活動中心),課程,運動,50,陳雪梅,Y,2025-01-08,2025-12-31,N,"[{'days': ['3'], 'startTime': '08:00', 'endTime': '11:00'}]","[{'address': '臺北市南港區舊莊里舊莊街1段91巷11號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4977', 'tel': '0931-518686', 'foodType': '葷', 'geo': [121.619457529633, 25.0413460692039], 'geotown': '南港區', 'geovillage': '舊莊里'}]",,,yes,,,,,臺北市南港區舊莊里舊莊街1段91巷11號,"[121.619457529633, 25.0413460692039]",南港區
105,50201,社團法人臺北市南港區舊莊社區發展協會,預防與延緩失能第一期,臺北市南港區舊莊街1段91巷11號(舊莊區民活動中心),課程,運動,50,林玨赫,Y,2025-03-06,2025-05-29,N,"[{'days': ['4'], 'startTime': '08:00', 'endTime': '11:00'}]","[{'address': '臺北市南港區舊莊里舊莊街1段91巷11號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4977', 'tel': '0931-518686', 'foodType': '葷', 'geo': [121.619457529633, 25.0413460692039], 'geotown': '南港區', 'geovillage': '舊莊里'}]",,,,yes,,,,臺北市南港區舊莊里舊莊街1段91巷11號,"[121.619457529633, 25.0413460692039]",南港區
105,50202,社團法人臺北市南港區舊莊社區發展協會,排舞課程,臺北市南港區舊莊街1段91巷11號(舊莊區民活動中心),課程,運動,50,戴金治,Y,2025-01-03,2025-12-26,N,"[{'days': ['5'], 'startTime': '08:00', 'endTime': '11:00'}]","[{'address': '臺北市南港區舊莊里舊莊街1段91巷11號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4977', 'tel': '0931-518686', 'foodType': '葷', 'geo': [121.619457529633, 25.0413460692039], 'geotown': '南港區', 'geovillage': '舊莊里'}]",,,,,yes,,,臺北市南港區舊莊里舊莊街1段91巷11號,"[121.619457529633, 25.0413460692039]",南港區
790,48661,社團法人台灣多元社會福利協會(瀞德),預防及延緩失能(智勇雙全大富翁),台北市南港區成功路一段82巷11號,課程,運動,19,許美滿,Y,2025-10-04,2025-03-31,N,"[{'days': ['6'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市南港區西新里成功路1段82巷11號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4961', 'tel': '02-26536103', 'foodType': '全素', 'geo': [121.59193229909, 25.0574142403191], 'geotown': '南港區', 'geovillage': '西新里'}]",,,,,,yes,,臺北市南港區西新里成功路1段82巷11號,"[121.59193229909, 25.0574142403191]",南港區
406,48002,社團法人台灣厝邊有愛關懷協會（錫安教會）,長者體適能_第二期,臺北市南港區玉成里玉成街20號,課程,運動,40,李國銓老師,N,2025-10-15,2025-03-31,N,"[{'days': ['3'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市南港區玉成里玉成街20號', 'url': 'https://esp.gov.taipei/openData/orgInfo/5113', 'tel': '02-27831891', 'foodType': '葷', 'geo': [121.581859848535, 25.0496857165792], 'geotown': '南港區', 'geovillage': '玉成里'}]",,,yes,,,,,臺北市南港區玉成里玉成街20號,"[121.581859848535, 25.0496857165792]",南港區
406,48004,社團法人台灣厝邊有愛關懷協會（錫安教會）,社區長者健康促進課程-動動健康班 _延緩失能第二期,玉成,課程,運動,40,,Y,2025-04-29,2025-07-16,N,"[{'days': ['3'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市南港區玉成里玉成街20號', 'url': 'https://esp.gov.taipei/openData/orgInfo/5113', 'tel': '02-27831891', 'foodType': '葷', 'geo': [121.581859848535, 25.0496857165792], 'geotown': '南港區', 'geovillage': '玉成里'}]",,,yes,,,,,臺北市南港區玉成里玉成街20號,"[121.581859848535, 25.0496857165792]",南港區
226,52997,社團法人台灣厝邊有愛關懷協會(中研教會),預防及延緩失能,臺北市南港區中研里研究院路2段11巷5號,課程,運動,25,陳皆嘉,N,2025-05-02,2025-07-25,N,"[{'days': ['5'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市南港區中研里研究院路2段11巷5號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4895', 'tel': '0227824636', 'foodType': '葷', 'geo': [121.615834745072, 25.0466355349917], 'geotown': '南港區', 'geovillage': '中研里'}]",,,,,yes,,,臺北市南港區中研里研究院路2段11巷5號,"[121.615834745072, 25.0466355349917]",南港區
301,50598,社團法人中華基督教加倍愛全人關懷協會,要活就要動健康促進,台北市南港區忠孝東路七段625巷16號,課程,運動,30,體適能師資群,Y,2025-02-13,2025-05-29,N,"[{'days': ['4'], 'startTime': '08:30', 'endTime': '11:30'}]","[{'address': '臺北市南港區中南里忠孝東路7段625巷16號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4846', 'tel': '02-26538820', 'foodType': '葷', 'geo': [121.615679923706, 25.0536826183831], 'geotown': '南港區', 'geovillage': '中南里'}]",,,,yes,,,,臺北市南港區中南里忠孝東路7段625巷16號,"[121.615679923706, 25.0536826183831]",南港區
301,52404,社團法人中華基督教加倍愛全人關懷協會,旺得福健康促進,,課程,運動,20,體適能師資群,Y,2025-05-27,2025-12-30,N,"[{'days': ['2'], 'startTime': '08:30', 'endTime': '11:30', 'center': '-1'}]","[{'address': '臺北市南港區中南里忠孝東路7段625巷16號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4846', 'tel': '02-26538820', 'foodType': '葷', 'geo': [121.615679923706, 25.0536826183831], 'geotown': '南港區', 'geovillage': '中南里'}]",,yes,,,,,,臺北市南港區中南里忠孝東路7段625巷16號,"[121.615679923706, 25.0536826183831]",南港區
797,48617,台北市樂健發展協會,健康促進暨多元舞蹈,台北市南港區興東街1號2樓,課程,運動,20,羅淑真,Y,2025-01-08,2025-12-31,N,"[{'days': ['3'], 'startTime': '13:00', 'endTime': '15:00'}]","[{'address': '臺北市南港區三重里興東街1號2樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4931', 'tel': '0939-378239', 'foodType': '葷', 'geo': [121.612860664078, 25.055681245258], 'geotown': '南港區', 'geovillage': '三重里'}]",,,yes,,,,,臺北市南港區三重里興東街1號2樓,"[121.612860664078, 25.055681245258]",南港區
307,49197,台北市後山埤文化發展協會,社區長者健康促進課程-動動健康班,臺北市南港區東新街77巷31號,課程,運動,50,余羅平物理治療師等專業師資,Y,2025-01-01,2025-12-31,N,"[{'days': ['6'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市南港區聯成里東新街77巷31號', 'url': 'https://esp.gov.taipei/openData/orgInfo/5107', 'tel': '02-27851737', 'foodType': '葷、全素', 'geo': [121.588303969784, 25.0477537080011], 'geotown': '南港區', 'geovillage': '聯成里'}]",,,,,,yes,,臺北市南港區聯成里東新街77巷31號,"[121.588303969784, 25.0477537080011]",南港區
307,49206,台北市後山埤文化發展協會,樂齡體適能,臺北市南港區東新街91號,課程,運動,50,體適能相關師資群,Y,2025-01-01,2025-12-31,N,"[{'days': ['4'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市南港區聯成里東新街77巷31號', 'url': 'https://esp.gov.taipei/openData/orgInfo/5107', 'tel': '02-27851737', 'foodType': '葷、全素', 'geo': [121.588303969784, 25.0477537080011], 'geotown': '南港區', 'geovillage': '聯成里'}]",,,,yes,,,,臺北市南港區聯成里東新街77巷31號,"[121.588303969784, 25.0477537080011]",南港區
820,51145,財團法人天主教單國璽弱勢族群社福基金會,活力健身課,臺北市萬華區日善里西藏路201號,課程,運動,30,游宏義,N,2025-04-09,2025-12-31,N,"[{'days': ['3'], 'startTime': '14:00', 'endTime': '17:00'}]","[{'address': '臺北市萬華區日善里西藏路201號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4958', 'tel': '02-23070052', 'foodType': '葷', 'geo': [121.498702104812, 25.0291592421839], 'geotown': '萬華區', 'geovillage': '日善里'}]",,,yes,,,,,臺北市萬華區日善里西藏路201號,"[121.498702104812, 25.0291592421839]",萬華區
820,51153,財團法人天主教單國璽弱勢族群社福基金會,鄭子太極拳班,臺北市萬華區日善里西藏路201號,課程,運動,20,林欽發老師,N,2025-01-03,2025-12-26,N,"[{'days': ['5'], 'startTime': '14:00', 'endTime': '17:00'}]","[{'address': '臺北市萬華區日善里西藏路201號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4958', 'tel': '02-23070052', 'foodType': '葷', 'geo': [121.498702104812, 25.0291592421839], 'geotown': '萬華區', 'geovillage': '日善里'}]",,,,,yes,,,臺北市萬華區日善里西藏路201號,"[121.498702104812, 25.0291592421839]",萬華區
820,52170,財團法人天主教單國璽弱勢族群社福基金會,活力健身課,,課程,運動,25,游宏義,N,2025-04-09,2025-12-31,N,"[{'days': ['3'], 'startTime': '14:00', 'endTime': '17:00', 'center': None}]","[{'address': '臺北市萬華區日善里西藏路201號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4958', 'tel': '02-23070052', 'foodType': '葷', 'geo': [121.498702104812, 25.0291592421839], 'geotown': '萬華區', 'geovillage': '日善里'}]",,,yes,,,,,臺北市萬華區日善里西藏路201號,"[121.498702104812, 25.0291592421839]",萬華區
384,50994,臺北市萬華區頂碩里辦公處,健康運動暨講座課程-拉筋課,臺北市萬華區頂碩里莒光路112巷8號1樓（里民活動場所）,課程,運動,70,蔡錦祥,Y,2025-01-01,2025-12-31,N,"[{'days': ['2'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市萬華區頂碩里興寧街2號3樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4790', 'tel': '0963-038625', 'foodType': '葷、蛋奶素、全素', 'geo': [121.501180867698, 25.0322388190003], 'geotown': '萬華區', 'geovillage': '頂碩里'}]",,yes,,,,,,臺北市萬華區頂碩里興寧街2號3樓,"[121.501180867698, 25.0322388190003]",萬華區
384,51002,臺北市萬華區頂碩里辦公處,跳躍吧桌球,臺北市萬華區頂碩里莒光路112巷8號1樓（里民活動場所）,課程,運動,30,柯浚明,Y,2025-01-01,2025-12-31,N,"[{'days': ['1'], 'startTime': '14:00', 'endTime': '17:00'}]","[{'address': '臺北市萬華區頂碩里興寧街2號3樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4790', 'tel': '0963-038625', 'foodType': '葷、蛋奶素、全素', 'geo': [121.501180867698, 25.0322388190003], 'geotown': '萬華區', 'geovillage': '頂碩里'}]",yes,,,,,,,臺北市萬華區頂碩里興寧街2號3樓,"[121.501180867698, 25.0322388190003]",萬華區
735,50851,臺北市萬華區糖廍里辦公處,樂活體適能課,臺北市萬華區糖廍里大理街106號、臺北市萬華區糖廍里大理街132-7號A倉、C倉,課程,運動,30,黃世美,N,2025-01-01,2025-12-31,N,"[{'days': ['6'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市萬華區糖廍里大理街106號、132-7號(糖廍文化園區A、C倉及菜圃)', 'url': 'https://esp.gov.taipei/openData/orgInfo/5143', 'tel': '02-23020211', 'foodType': '葷', 'geo': [121.497875940699, 25.034221453642], 'geotown': '萬華區', 'geovillage': '糖廍里'}]",,,,,,yes,,臺北市萬華區糖廍里大理街106號、132-7號(糖廍文化園區A、C倉及菜圃),"[121.497875940699, 25.034221453642]",萬華區
621,47880,臺北市萬華區忠德里辦公處,長青運動班,東園街66巷24弄1號,課程,運動,30,高祥傑、黃鈞鱗,Y,2025-01-01,2025-12-31,N,"[{'days': ['2'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市萬華區忠德里東園街66巷24弄1號1樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4768', 'tel': '02-23050886', 'foodType': '葷', 'geo': [121.495636492316, 25.0250439368268], 'geotown': '萬華區', 'geovillage': '忠德里'}]",,yes,,,,,,臺北市萬華區忠德里東園街66巷24弄1號1樓,"[121.495636492316, 25.0250439368268]",萬華區
621,48406,臺北市萬華區忠德里辦公處,預防及延緩失能課程,臺北市萬華區東園街66巷24弄1號,課程,運動,30,李國鈺,Y,2025-03-07,2025-06-06,N,"[{'days': ['5'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市萬華區忠德里東園街66巷24弄1號1樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4768', 'tel': '02-23050886', 'foodType': '葷', 'geo': [121.495636492316, 25.0250439368268], 'geotown': '萬華區', 'geovillage': '忠德里'}]",,,,,yes,,,臺北市萬華區忠德里東園街66巷24弄1號1樓,"[121.495636492316, 25.0250439368268]",萬華區
584,47997,臺北市萬華區孝德里辦公處,長青運動班,臺北市萬華區孝德里德昌街261巷16號,課程,運動,50,謝雪惠,Y,2025-01-01,2025-12-31,N,"[{'days': ['3'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市萬華區孝德里德昌街261巷16號1樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4963', 'tel': '02-23321818', 'foodType': '葷', 'geo': [121.492268567942, 25.022458754167], 'geotown': '萬華區', 'geovillage': '孝德里'}]",,,yes,,,,,臺北市萬華區孝德里德昌街261巷16號1樓,"[121.492268567942, 25.022458754167]",萬華區
212,51902,臺北市萬華區保德社區發展協會,老當益壯,臺北市萬華區東園街140巷8號(保德里民活動場所),課程,運動,50,李信志,N,,,N,"[{'days': ['2'], 'startTime': '13:00', 'endTime': '16:30'}]","[{'address': '臺北市萬華區保德里東園街140巷8號、10號', 'url': 'https://esp.gov.taipei/openData/orgInfo/5245', 'tel': None, 'foodType': '', 'geo': [121.497132776732, 25.0233416512843], 'geotown': '萬華區', 'geovillage': '保德里'}]",,yes,,,,,,臺北市萬華區保德里東園街140巷8號、10號,"[121.497132776732, 25.0233416512843]",萬華區
379,48430,臺北市萬華區仁德里辦公處,銀髮族健康暨多元課程,臺北市萬華區仁德里西寧南路192-1號1樓,課程,運動,15,李緹儀、許淑芳等,N,2025-03-01,2025-12-31,N,"[{'days': ['4'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市萬華區仁德里西寧南路192之2號1樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4823', 'tel': '02-23316860', 'foodType': '葷', 'geo': [121.506166398493, 25.0391079091628], 'geotown': '萬華區', 'geovillage': '仁德里'}]",,,,yes,,,,臺北市萬華區仁德里西寧南路192之2號1樓,"[121.506166398493, 25.0391079091628]",萬華區
1052,48603,社團法人中華善德關懷協會,(一) 上午-預防及延緩失能 (第二期),台北市萬華區環河南路二段102號3樓,課程,運動,30,,Y,2025-05-26,2025-08-11,N,"[{'days': ['1'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市萬華區柳鄉里環河南路2段102號3樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4879', 'tel': '0975-821326', 'foodType': '葷、蛋奶素', 'geo': [121.495473225128, 25.0369435522785], 'geotown': '萬華區', 'geovillage': '柳鄉里'}]",yes,,,,,,,臺北市萬華區柳鄉里環河南路2段102號3樓,"[121.495473225128, 25.0369435522785]",萬華區
1052,48610,社團法人中華善德關懷協會,(一) 下午-長青多元肌耐力,台北市萬華區環河南路二段102號3樓,課程,運動,30,,Y,2025-03-03,2025-12-29,N,"[{'days': ['1'], 'startTime': '13:00', 'endTime': '15:00'}]","[{'address': '臺北市萬華區柳鄉里環河南路2段102號3樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4879', 'tel': '0975-821326', 'foodType': '葷、蛋奶素', 'geo': [121.495473225128, 25.0369435522785], 'geotown': '萬華區', 'geovillage': '柳鄉里'}]",yes,,,,,,,臺北市萬華區柳鄉里環河南路2段102號3樓,"[121.495473225128, 25.0369435522785]",萬華區
283,51323,財團法人采苑藝術文教基金會,「肌」不可失，掌聲「骨」勵,臺北市中正區詔安街29號(螢橋國小新大樓2樓),課程,運動,15,田玉笛,N,2025-02-10,2025-12-22,N,"[{'days': ['1'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市中正區螢雪里詔安街29號(螢橋國小新大樓2樓)', 'url': 'https://esp.gov.taipei/openData/orgInfo/5162', 'tel': '02-23018400', 'foodType': '蛋奶素', 'geo': [121.514446356608, 25.024927660325], 'geotown': '中正區', 'geovillage': '螢雪里'}]",yes,,,,,,,臺北市中正區螢雪里詔安街29號(螢橋國小新大樓2樓),"[121.514446356608, 25.024927660325]",中正區
283,51325,財團法人采苑藝術文教基金會,「樂齡．Fun．爵士」輕舞蹈,臺北市中正區詔安街29號(螢橋國小新大樓2樓),課程,運動,20,蘇詩堅,N,2025-02-11,2025-12-23,N,"[{'days': ['2'], 'startTime': '13:00', 'endTime': '16:00'}]","[{'address': '臺北市中正區螢雪里詔安街29號(螢橋國小新大樓2樓)', 'url': 'https://esp.gov.taipei/openData/orgInfo/5162', 'tel': '02-23018400', 'foodType': '蛋奶素', 'geo': [121.514446356608, 25.024927660325], 'geotown': '中正區', 'geovillage': '螢雪里'}]",,yes,,,,,,臺北市中正區螢雪里詔安街29號(螢橋國小新大樓2樓),"[121.514446356608, 25.024927660325]",中正區
284,50699,財團法人臺北市松年長春社會福利基金會(中正),預防延老快樂班課程第一期,臺北市中正區羅斯福路1段94、96號11樓(中央教會),課程,運動,20,趙嘉琦/外聘講師,Y,2025-02-27,2025-05-29,N,"[{'days': ['4'], 'startTime': '13:30', 'endTime': '16:30'}]","[{'address': '臺北市中正區南福里羅斯福路1段94、96號11樓(中央教會)', 'url': 'https://esp.gov.taipei/openData/orgInfo/4918', 'tel': '02-23948486', 'foodType': '葷', 'geo': [121.520056944198, 25.0299454885967], 'geotown': '中正區', 'geovillage': '南福里'}]",,,,yes,,,,臺北市中正區南福里羅斯福路1段94、96號11樓(中央教會),"[121.520056944198, 25.0299454885967]",中正區
150,50083,財團法人環宇國際文化教育基金會,週五經絡操(基礎),臺北市中正區文盛里羅斯福路3段240巷17弄3號,課程,運動,15,張淑伶,N,2025-01-01,2025-12-31,N,"[{'days': ['5'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市中正區文盛里羅斯福路3段240巷17弄3號／水源路臨28號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4743', 'tel': '02-23641334', 'foodType': '全素', 'geo': [121.529145283904, 25.017700407219], 'geotown': '中正區', 'geovillage': '文盛里'}]",,,,,yes,,,臺北市中正區文盛里羅斯福路3段240巷17弄3號／水源路臨28號,"[121.529145283904, 25.017700407219]",中正區
150,50084,財團法人環宇國際文化教育基金會,週三經絡操(進階),臺北市中正區文盛里羅斯福路3段240巷17弄3號,課程,運動,15,張淑芳,N,2025-01-01,2025-12-31,N,"[{'days': ['3'], 'startTime': '13:00', 'endTime': '16:00'}]","[{'address': '臺北市中正區文盛里羅斯福路3段240巷17弄3號／水源路臨28號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4743', 'tel': '02-23641334', 'foodType': '全素', 'geo': [121.529145283904, 25.017700407219], 'geotown': '中正區', 'geovillage': '文盛里'}]",,,yes,,,,,臺北市中正區文盛里羅斯福路3段240巷17弄3號／水源路臨28號,"[121.529145283904, 25.017700407219]",中正區
150,50088,財團法人環宇國際文化教育基金會,愛笑瑜伽,臺北市中正區水源路臨28號,課程,運動,15,幸擇林,N,2025-01-01,2025-12-31,N,"[{'days': ['1'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市中正區文盛里羅斯福路3段240巷17弄3號／水源路臨28號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4743', 'tel': '02-23641334', 'foodType': '全素', 'geo': [121.529145283904, 25.017700407219], 'geotown': '中正區', 'geovillage': '文盛里'}]",yes,,,,,,,臺北市中正區文盛里羅斯福路3段240巷17弄3號／水源路臨28號,"[121.529145283904, 25.017700407219]",中正區
150,52202,財團法人環宇國際文化教育基金會,預防及延緩失能,,課程,運動,15,張鈴英/藍本青/講師待聘,N,2025-03-03,2025-05-26,N,"[{'days': ['1'], 'startTime': '13:00', 'endTime': '16:00', 'center': None}]","[{'address': '臺北市中正區文盛里羅斯福路3段240巷17弄3號／水源路臨28號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4743', 'tel': '02-23641334', 'foodType': '全素', 'geo': [121.529145283904, 25.017700407219], 'geotown': '中正區', 'geovillage': '文盛里'}]",yes,,,,,,,臺北市中正區文盛里羅斯福路3段240巷17弄3號／水源路臨28號,"[121.529145283904, 25.017700407219]",中正區
147,48832,財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂(古亭靈糧福音中心),預防及延緩失能,臺北市中正區三元街198號1樓/2樓,課程,運動,50,李信志/廖珮甄/林展業,Y,2025-02-04,2025-10-07,N,"[{'days': ['2'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市中正區永功里三元街198號1樓/2樓/218號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4949', 'tel': '02-23396540', 'foodType': '葷、蛋奶素', 'geo': [121.512009456619, 25.02763004605], 'geotown': '中正區', 'geovillage': '永功里'}]",,yes,,,,,,臺北市中正區永功里三元街198號1樓/2樓/218號,"[121.512009456619, 25.02763004605]",中正區
147,48837,財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂(古亭靈糧福音中心),樂活肌力運動,臺北市中正區三元街218號,課程,運動,50,彭振維,Y,2025-01-01,2025-12-31,N,"[{'days': ['3'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市中正區永功里三元街198號1樓/2樓/218號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4949', 'tel': '02-23396540', 'foodType': '葷、蛋奶素', 'geo': [121.512009456619, 25.02763004605], 'geotown': '中正區', 'geovillage': '永功里'}]",,,yes,,,,,臺北市中正區永功里三元街198號1樓/2樓/218號,"[121.512009456619, 25.02763004605]",中正區
147,48841,財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂(古亭靈糧福音中心),律動健康操,臺北市中正區三元街198號1樓/2樓/218號,課程,運動,50,黃麗卿,Y,2025-01-01,2025-12-31,N,"[{'days': ['4'], 'startTime': '09:00', 'endTime': '12:00'}]","[{'address': '臺北市中正區永功里三元街198號1樓/2樓/218號', 'url': 'https://esp.gov.taipei/openData/orgInfo/4949', 'tel': '02-23396540', 'foodType': '葷、蛋奶素', 'geo': [121.512009456619, 25.02763004605], 'geotown': '中正區', 'geovillage': '永功里'}]",,,,yes,,,,臺北市中正區永功里三元街198號1樓/2樓/218號,"[121.512009456619, 25.02763004605]",中正區
507,52226,財團法人伽耶山基金會,養生太極拳(3-6月),,課程,運動,20,李淑錦,Y,2025-03-01,2025-06-30,N,"[{'days': ['3'], 'startTime': '09:00', 'endTime': '12:00', 'center': None}]","[{'address': '臺北市中正區文北里濟南路2段36號2樓、3樓、4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4943', 'tel': '02-23946800', 'foodType': '全素', 'geo': [121.529602276973, 25.0406114608675], 'geotown': '中正區', 'geovillage': '文北里'}]",,,yes,,,,,臺北市中正區文北里濟南路2段36號2樓、3樓、4樓,"[121.529602276973, 25.0406114608675]",中正區
507,52229,財團法人伽耶山基金會,預防及延緩失能課程(第一期),,課程,運動,20,鄭鴻達,Y,2025-03-06,2025-05-29,N,"[{'days': ['4'], 'startTime': '14:00', 'endTime': '17:00', 'center': None}]","[{'address': '臺北市中正區文北里濟南路2段36號2樓、3樓、4樓', 'url': 'https://esp.gov.taipei/openData/orgInfo/4943', 'tel': '02-23946800', 'foodType': '全素', 'geo': [121.529602276973, 25.0406114608675], 'geotown': '中正區', 'geovillage': '文北里'}]",,,,yes,,,,臺北市中正區文北里濟南路2段36號2樓、3樓、4樓,"[121.529602276973, 25.0406114608675]",中正區
143,49258,財團法人中華基督教廈門街浸信會,週二三清晨舞蹈課,臺北市中正區廈門街81巷20號,課程,運動,20,吳瑪琍,N,2025-01-01,2025-12-31,N,"[{'days': ['2', '3'], 'startTime': '06:00', 'endTime': '09:00'}]","[{'address': '臺北市中正區螢圃里廈門街81巷20號', 'url': 'https://esp.gov.taipei/openData/orgInfo/5129', 'tel': '02-23687582#213', 'foodType': '葷、蛋奶素', 'geo': [121.519180567445, 25.0243767445155], 'geotown': '中正區', 'geovillage': '螢圃里'}]",,yes,yes,,,,,臺北市中正區螢圃里廈門街81巷20號,"[121.519180567445, 25.0243767445155]",中正區
